행정동,분기,임대료(천원/㎡)
염리동,20222,45.5
염리동,20223,45.6
염리동,20224,45.5
염리동,20231,45.4
염리동,20232,45.4
염리동,20233,45.5
염리동,20234,45.5
염리동,20241,45.7
염리동,20242,45.8
염리동,20243,47.2
염리동,20244,47.4
염리동,20244,47.8
염리동,20251,47.3
염리동,20252,47.4
염리동,20253,47.6
염리동,20254,47.8
신수동,20211,45.3
신수동,20212,45.3
신수동,20213,45.2
신수동,20214,45.2
신수동,20221,45.4
신수동,20222,45.5
신수동,20223,45.6
신수동,20224,45.5
신수동,20231,45.4
신수동,20232,45.4
신수동,20233,45.5
신수동,20234,45.5
신수동,20241,45.7
신수동,20242,45.8
신수동,20243,47.2
신수동,20244,47.4
신수동,20244,47.8
신수동,20251,47.3
신수동,20252,47.4
신수동,20253,47.6
신수동,20254,47.8
서강동,20211,45.3
서강동,20212,45.3
서강동,20213,45.2
서강동,20214,45.2
서강동,20221,45.4
서강동,20222,45.5
서강동,20223,45.6
서강동,20224,45.5
서강동,20231,45.4
서강동,20232,45.4
서강동,20233,45.5
서강동,20234,45.5
서강동,20241,45.7
서강동,20242,45.8
서강동,20243,47.2
서강동,20244,47.4
서강동,20244,47.8
서강동,20251,47.3
서강동,20252,47.4
서강동,20253,47.6
서강동,20254,47.8
서교동,20211,45.3
서교동,20212,45.3
서교동,20213,45.2
서교동,20214,45.2
서교동,20221,45.4
서교동,20222,45.5
서교동,20223,45.6
서교동,20224,45.5
서교동,20231,45.4
서교동,20232,45.4
서교동,20233,45.5
서교동,20234,45.5
서교동,20241,45.7
서교동,20242,45.8
서교동,20243,47.2
서교동,20244,47.4
서교동,20244,47.8
서교동,20251,47.3
서교동,20252,47.4
서교동,20253,47.6
서교동,20254,47.8
합정동,20211,45.3
합정동,20212,45.3
합정동,20213,45.2
합정동,20214,45.2
합정동,20221,45.4
합정동,20222,45.5
합정동,20223,45.6
합정동,20224,45.5
합정동,20231,45.4
합정동,20232,45.4
합정동,20233,45.5
합정동,20234,45.5
합정동,20241,45.7
합정동,20242,45.8
합정동,20243,47.2
합정동,20244,47.4
합정동,20244,47.8
합정동,20251,47.3
합정동,20252,47.4
합정동,20253,47.6
합정동,20254,47.8
망원1동,20211,45.3
망원1동,20212,45.3
망원1동,20213,45.2
망원1동,20214,45.2
망원1동,20221,45.4
망원1동,20222,45.5
망원1동,20223,45.6
망원1동,20224,45.5
망원1동,20231,45.4
망원1동,20232,45.4
망원1동,20233,45.5
망원1동,20234,45.5
망원1동,20241,45.7
망원1동,20242,45.8
망원1동,20243,47.2
망원1동,20244,47.4
망원1동,20244,47.8
망원1동,20251,47.3
망원1동,20252,47.4
망원1동,20253,47.6
망원1동,20254,47.8
망원2동,20211,45.3
망원2동,20212,45.3
망원2동,20213,45.2
망원2동,20214,45.2
망원2동,20221,45.4
망원2동,20222,45.5
망원2동,20223,45.6
망원2동,20224,45.5
망원2동,20231,45.4
망원2동,20232,45.4
망원2동,20233,45.5
망원2동,20234,45.5
망원2동,20241,45.7
망원2동,20242,45.8
망원2동,20243,47.2
망원2동,20244,47.4
망원2동,20244,47.8
망원2동,20251,47.3
망원2동,20252,47.4
망원2동,20253,47.6
망원2동,20254,47.8
연남동,20211,45.3
연남동,20212,45.3
연남동,20213,45.2
연남동,20214,45.2
연남동,20221,45.4
연남동,20222,45.5
연남동,20223,45.6
연남동,20224,45.5
연남동,20231,45.4
연남동,20232,45.4
연남동,20233,45.5
연남동,20234,45.5
연남동,20241,45.7
연남동,20242,45.8
연남동,20243,47.2
연남동,20244,47.4
연남동,20244,47.8
연남동,20251,47.3
연남동,20252,47.4
연남동,20253,47.6
연남동,20254,47.8
성산1동,20211,45.3
성산1동,20212,45.3
성산1동,20213,45.2
성산1동,20214,45.2
성산1동,20221,45.4
성산1동,20222,45.5
성산1동,20223,45.6
성산1동,20224,45.5
성산1동,20231,45.4
성산1동,20232,45.4
성산1동,20233,45.5
성산1동,20234,45.5
성산1동,20241,45.7
성산1동,20242,45.8
성산1동,20243,47.2
성산1동,20244,47.4
성산1동,20244,47.8
성산1동,20251,47.3
성산1동,20252,47.4
성산1동,20253,47.6
성산1동,20254,47.8
성산2동,20211,45.3
성산2동,20212,45.3
성산2동,20213,45.2
성산2동,20214,45.2
성산2동,20221,45.4
성산2동,20222,45.5
성산2동,20223,45.6
성산2동,20224,45.5
성산2동,20231,45.4
성산2동,20232,45.4
성산2동,20233,45.5
성산2동,20234,45.5
성산2동,20241,45.7
성산2동,20242,45.8
성산2동,20243,47.2
성산2동,20244,47.4
성산2동,20244,47.8
성산2동,20251,47.3
성산2동,20252,47.4
성산2동,20253,47.6
성산2동,20254,47.8
상암동,20211,45.3
상암동,20212,45.3
상암동,20213,45.2
상암동,20214,45.2
상암동,20221,45.4
상암동,20222,45.5
상암동,20223,45.6
상암동,20224,45.5
상암동,20231,45.4
상암동,20232,45.4
상암동,20233,45.5
상암동,20234,45.5
상암동,20241,45.7
상암동,20242,45.8
상암동,20243,47.2
상암동,20244,47.4
상암동,20244,47.8
상암동,20251,47.3
상암동,20252,47.4
상암동,20253,47.6
상암동,20254,47.8
목1동,20211,33
목1동,20212,32.8
목1동,20213,32.8
목1동,20214,32.8
목1동,20221,33.5
목1동,20222,33.5
목1동,20223,33.6
목1동,20224,33.6
목1동,20231,33.6
목1동,20232,33.6
목1동,20233,33.8
목1동,20234,33.8
목1동,20241,33.9
목1동,20242,34.1
목1동,20243,36.4
목1동,20244,36.4
목1동,20244,36.4
목1동,20251,36.4
목1동,20252,36.4
목1동,20253,36.4
목1동,20254,36.4
목2동,20211,33
목2동,20212,32.8
목2동,20213,32.8
목2동,20214,32.8
목2동,20221,33.5
목2동,20222,33.5
목2동,20223,33.6
목2동,20224,33.6
목2동,20231,33.6
목2동,20232,33.6
목2동,20233,33.8
목2동,20234,33.8
목2동,20241,33.9
목2동,20242,34.1
목2동,20243,36.4
목2동,20244,36.4
목2동,20244,36.4
목2동,20251,36.4
목2동,20252,36.4
목2동,20253,36.4
목2동,20254,36.4
목3동,20211,33
목3동,20212,32.8
목3동,20213,32.8
목3동,20214,32.8
목3동,20221,33.5
목3동,20222,33.5
목3동,20223,33.6
목3동,20224,33.6
목3동,20231,33.6
목3동,20232,33.6
목3동,20233,33.8
목3동,20234,33.8
목3동,20241,33.9
목3동,20242,34.1
목3동,20243,36.4
목3동,20244,36.4
목3동,20244,36.4
목3동,20251,36.4
목3동,20252,36.4
목3동,20253,36.4
목3동,20254,36.4
목4동,20211,33
목4동,20212,32.8
목4동,20213,32.8
목4동,20214,32.8
목4동,20221,33.5
목4동,20222,33.5
목4동,20223,33.6
목4동,20224,33.6
목4동,20231,33.6
목4동,20232,33.6
목4동,20233,33.8
목4동,20234,33.8
목4동,20241,33.9
목4동,20242,34.1
목4동,20243,36.4
목4동,20244,36.4
목4동,20244,36.4
목4동,20251,36.4
목4동,20252,36.4
목4동,20253,36.4
목4동,20254,36.4
목5동,20211,33
목5동,20212,32.8
목5동,20213,32.8
목5동,20214,32.8
목5동,20221,33.5
목5동,20222,33.5
목5동,20223,33.6
목5동,20224,33.6
목5동,20231,33.6
목5동,20232,33.6
목5동,20233,33.8
목5동,20234,33.8
목5동,20241,33.9
목5동,20242,34.1
목5동,20243,36.4
목5동,20244,36.4
목5동,20244,36.4
목5동,20251,36.4
목5동,20252,36.4
목5동,20253,36.4
목5동,20254,36.4
신월1동,20211,33
신월1동,20212,32.8
신월1동,20213,32.8
신월1동,20214,32.8
신월1동,20221,33.5
신월1동,20222,33.5
신월1동,20223,33.6
신월1동,20224,33.6
신월1동,20231,33.6
신월1동,20232,33.6
신월1동,20233,33.8
신월1동,20234,33.8
신월1동,20241,33.9
신월1동,20242,34.1
신월1동,20243,36.4
신월1동,20244,36.4
신월1동,20244,36.4
신월1동,20251,36.4
신월1동,20252,36.4
신월1동,20253,36.4
신월1동,20254,36.4
신월2동,20211,33
신월2동,20212,32.8
신월2동,20213,32.8
신월2동,20214,32.8
신월2동,20221,33.5
신월2동,20222,33.5
신월2동,20223,33.6
신월2동,20224,33.6
신월2동,20231,33.6
신월2동,20232,33.6
신월2동,20233,33.8
신월2동,20234,33.8
신월2동,20241,33.9
신월2동,20242,34.1
신월2동,20243,36.4
신월2동,20244,36.4
신월2동,20244,36.4
신월2동,20251,36.4
신월2동,20252,36.4
신월2동,20253,36.4
신월2동,20254,36.4
신월3동,20211,33
신월3동,20212,32.8
신월3동,20213,32.8
신월3동,20214,32.8
신월3동,20221,33.5
신월3동,20222,33.5
신월3동,20223,33.6
신월3동,20224,33.6
신월3동,20231,33.6
신월3동,20232,33.6
신월3동,20233,33.8
신월3동,20234,33.8
신월3동,20241,33.9
신월3동,20242,34.1
신월3동,20243,36.4
신월3동,20244,36.4
신월3동,20244,36.4
신월3동,20251,36.4
신월3동,20252,36.4
신월3동,20253,36.4
신월3동,20254,36.4
신월4동,20211,33
신월4동,20212,32.8
신월4동,20213,32.8
신월4동,20214,32.8
신월4동,20221,33.5
신월4동,20222,33.5
신월4동,20223,33.6
신월4동,20224,33.6
신월4동,20231,33.6
신월4동,20232,33.6
신월4동,20233,33.8
신월4동,20234,33.8
신월4동,20241,33.9
신월4동,20242,34.1
신월4동,20243,36.4
신월4동,20244,36.4
신월4동,20244,36.4
신월4동,20251,36.4
신월4동,20252,36.4
신월4동,20253,36.4
신월4동,20254,36.4
신월5동,20211,33
신월5동,20212,32.8
신월5동,20213,32.8
신월5동,20214,32.8
신월5동,20221,33.5
신월5동,20222,33.5
신월5동,20223,33.6
신월5동,20224,33.6
신월5동,20231,33.6
신월5동,20232,33.6
신월5동,20233,33.8
신월5동,20234,33.8
신월5동,20241,33.9
신월5동,20242,34.1
신월5동,20243,36.4
신월5동,20244,36.4
신월5동,20244,36.4
신월5동,20251,36.4
신월5동,20252,36.4
신월5동,20253,36.4
신월5동,20254,36.4
신월6동,20211,33
신월6동,20212,32.8
신월6동,20213,32.8
신월6동,20214,32.8
신월6동,20221,33.5
신월6동,20222,33.5
신월6동,20223,33.6
신월6동,20224,33.6
신월6동,20231,33.6
신월6동,20232,33.6
신월6동,20233,33.8
신월6동,20234,33.8
신월6동,20241,33.9
신월6동,20242,34.1
신월6동,20243,36.4
신월6동,20244,36.4
신월6동,20244,36.4
신월6동,20251,36.4
신월6동,20252,36.4
신월6동,20253,36.4
신월6동,20254,36.4
신월7동,20211,33
신월7동,20212,32.8
신월7동,20213,32.8
신월7동,20214,32.8
신월7동,20221,33.5
신월7동,20222,33.5
신월7동,20223,33.6
신월7동,20224,33.6
신월7동,20231,33.6
신월7동,20232,33.6
신월7동,20233,33.8
신월7동,20234,33.8
신월7동,20241,33.9
신월7동,20242,34.1
신월7동,20243,36.4
신월7동,20244,36.4
신월7동,20244,36.4
신월7동,20251,36.4
신월7동,20252,36.4
신월7동,20253,36.4
신월7동,20254,36.4
신정1동,20211,33
신정1동,20212,32.8
신정1동,20213,32.8
신정1동,20214,32.8
신정1동,20221,33.5
신정1동,20222,33.5
신정1동,20223,33.6
신정1동,20224,33.6
신정1동,20231,33.6
신정1동,20232,33.6
신정1동,20233,33.8
신정1동,20234,33.8
신정1동,20241,33.9
신정1동,20242,34.1
신정1동,20243,36.4
신정1동,20244,36.4
신정1동,20244,36.4
신정1동,20251,36.4
신정1동,20252,36.4
신정1동,20253,36.4
신정1동,20254,36.4
신정2동,20211,33
신정2동,20212,32.8
신정2동,20213,32.8
신정2동,20214,32.8
신정2동,20221,33.5
신정2동,20222,33.5
신정2동,20223,33.6
신정2동,20224,33.6
신정2동,20231,33.6
신정2동,20232,33.6
신정2동,20233,33.8
신정2동,20234,33.8
신정2동,20241,33.9
신정2동,20242,34.1
신정2동,20243,36.4
신정2동,20244,36.4
신정2동,20244,36.4
신정2동,20251,36.4
신정2동,20252,36.4
신정2동,20253,36.4
신정2동,20254,36.4
신정3동,20211,33
신정3동,20212,32.8
신정3동,20213,32.8
신정3동,20214,32.8
신정3동,20221,33.5
신정3동,20222,33.5
신정3동,20223,33.6
신정3동,20224,33.6
신정3동,20231,33.6
신정3동,20232,33.6
신정3동,20233,33.8
신정3동,20234,33.8
신정3동,20241,33.9
신정3동,20242,34.1
신정3동,20243,36.4
신정3동,20244,36.4
신정3동,20244,36.4
신정3동,20251,36.4
신정3동,20252,36.4
신정3동,20253,36.4
신정3동,20254,36.4
신정4동,20211,33
신정4동,20212,32.8
신정4동,20213,32.8
신정4동,20214,32.8
신정4동,20221,33.5
신정4동,20222,33.5
신정4동,20223,33.6
신정4동,20224,33.6
신정4동,20231,33.6
신정4동,20232,33.6
신정4동,20233,33.8
신정4동,20234,33.8
신정4동,20241,33.9
신정4동,20242,34.1
신정4동,20243,36.4
신정4동,20244,36.4
신정4동,20244,36.4
신정4동,20251,36.4
신정4동,20252,36.4
신정4동,20253,36.4
신정4동,20254,36.4
신정6동,20211,33
신정6동,20212,32.8
신정6동,20213,32.8
신정6동,20214,32.8
신정6동,20221,33.5
신정6동,20222,33.5
신정6동,20223,33.6
신정6동,20224,33.6
신정6동,20231,33.6
신정6동,20232,33.6
신정6동,20233,33.8
신정6동,20234,33.8
신정6동,20241,33.9
신정6동,20242,34.1
신정6동,20243,36.4
신정6동,20244,36.4
신정6동,20244,36.4
신정6동,20251,36.4
신정6동,20252,36.4
신정6동,20253,36.4
신정6동,20254,36.4
신정7동,20211,33
신정7동,20212,32.8
신정7동,20213,32.8
신정7동,20214,32.8
신정7동,20221,33.5
신정7동,20222,33.5
신정7동,20223,33.6
신정7동,20224,33.6
신정7동,20231,33.6
신정7동,20232,33.6
신정7동,20233,33.8
신정7동,20234,33.8
신정7동,20241,33.9
신정7동,20242,34.1
신정7동,20243,36.4
신정7동,20244,36.4
신정7동,20244,36.4
신정7동,20251,36.4
신정7동,20252,36.4
신정7동,20253,36.4
신정7동,20254,36.4
염창동,20211,34.5
염창동,20212,34.5
염창동,20213,34.6
염창동,20214,34.6
염창동,20221,34.7
염창동,20222,35.3
염창동,20223,35.3
염창동,20224,35.3
염창동,20231,35.3
염창동,20232,35.2
염창동,20233,35.2
염창동,20234,35.2
염창동,20241,35.2
염창동,20242,35.2
염창동,20243,45.6
염창동,20244,45.7
염창동,20244,45.8
염창동,20251,45.6
염창동,20252,45.6
염창동,20253,45.6
염창동,20254,45.8
등촌1동,20211,34.5
등촌1동,20212,34.5
등촌1동,20213,34.6
등촌1동,20214,34.6
등촌1동,20221,34.7
등촌1동,20222,35.3
등촌1동,20223,35.3
등촌1동,20224,35.3
등촌1동,20231,35.3
등촌1동,20232,35.2
등촌1동,20233,35.2
등촌1동,20234,35.2
등촌1동,20241,35.2
등촌1동,20242,35.2
등촌1동,20243,45.6
등촌1동,20244,45.7
등촌1동,20244,45.8
등촌1동,20251,45.6
등촌1동,20252,45.6
등촌1동,20253,45.6
등촌1동,20254,45.8
등촌2동,20211,34.5
등촌2동,20212,34.5
등촌2동,20213,34.6
등촌2동,20214,34.6
등촌2동,20221,34.7
등촌2동,20222,35.3
등촌2동,20223,35.3
등촌2동,20224,35.3
등촌2동,20231,35.3
등촌2동,20232,35.2
등촌2동,20233,35.2
등촌2동,20234,35.2
등촌2동,20241,35.2
등촌2동,20242,35.2
등촌2동,20243,45.6
등촌2동,20244,45.7
등촌2동,20244,45.8
등촌2동,20251,45.6
등촌2동,20252,45.6
등촌2동,20253,45.6
등촌2동,20254,45.8
등촌3동,20211,34.5
등촌3동,20212,34.5
등촌3동,20213,34.6
등촌3동,20214,34.6
등촌3동,20221,34.7
등촌3동,20222,35.3
등촌3동,20223,35.3
등촌3동,20224,35.3
등촌3동,20231,35.3
등촌3동,20232,35.2
등촌3동,20233,35.2
등촌3동,20234,35.2
등촌3동,20241,35.2
등촌3동,20242,35.2
등촌3동,20243,45.6
등촌3동,20244,45.7
등촌3동,20244,45.8
등촌3동,20251,45.6
등촌3동,20252,45.6
등촌3동,20253,45.6
등촌3동,20254,45.8
화곡1동,20211,34.5
화곡1동,20212,34.5
화곡1동,20213,34.6
화곡1동,20214,34.6
화곡1동,20221,34.7
화곡1동,20222,35.3
화곡1동,20223,35.3
화곡1동,20224,35.3
화곡1동,20231,35.3
화곡1동,20232,35.2
화곡1동,20233,35.2
화곡1동,20234,35.2
화곡1동,20241,35.2
화곡1동,20242,35.2
화곡1동,20243,45.6
화곡1동,20244,45.7
화곡1동,20244,45.8
화곡1동,20251,45.6
화곡1동,20252,45.6
화곡1동,20253,45.6
화곡1동,20254,45.8
화곡2동,20211,34.5
화곡2동,20212,34.5
화곡2동,20213,34.6
화곡2동,20214,34.6
화곡2동,20221,34.7
화곡2동,20222,35.3
화곡2동,20223,35.3
화곡2동,20224,35.3
화곡2동,20231,35.3
화곡2동,20232,35.2
화곡2동,20233,35.2
화곡2동,20234,35.2
화곡2동,20241,35.2
화곡2동,20242,35.2
화곡2동,20243,45.6
화곡2동,20244,45.7
화곡2동,20244,45.8
화곡2동,20251,45.6
화곡2동,20252,45.6
화곡2동,20253,45.6
화곡2동,20254,45.8
화곡3동,20211,34.5
화곡3동,20212,34.5
화곡3동,20213,34.6
화곡3동,20214,34.6
화곡3동,20221,34.7
화곡3동,20222,35.3
화곡3동,20223,35.3
화곡3동,20224,35.3
화곡3동,20231,35.3
화곡3동,20232,35.2
화곡3동,20233,35.2
화곡3동,20234,35.2
화곡3동,20241,35.2
화곡3동,20242,35.2
화곡3동,20243,45.6
화곡3동,20244,45.7
화곡3동,20244,45.8
화곡3동,20251,45.6
화곡3동,20252,45.6
화곡3동,20253,45.6
화곡3동,20254,45.8
화곡4동,20211,34.5
화곡4동,20212,34.5
화곡4동,20213,34.6
화곡4동,20214,34.6
화곡4동,20221,34.7
화곡4동,20222,35.3
화곡4동,20223,35.3
화곡4동,20224,35.3
화곡4동,20231,35.3
화곡4동,20232,35.2
화곡4동,20233,35.2
화곡4동,20234,35.2
화곡4동,20241,35.2
화곡4동,20242,35.2
화곡4동,20243,45.6
화곡4동,20244,45.7
화곡4동,20244,45.8
화곡4동,20251,45.6
화곡4동,20252,45.6
화곡4동,20253,45.6
화곡4동,20254,45.8
화곡본동,20211,34.5
화곡본동,20212,34.5
화곡본동,20213,34.6
화곡본동,20214,34.6
화곡본동,20221,34.7
화곡본동,20222,35.3
화곡본동,20223,35.3
화곡본동,20224,35.3
화곡본동,20231,35.3
화곡본동,20232,35.2
화곡본동,20233,35.2
화곡본동,20234,35.2
화곡본동,20241,35.2
화곡본동,20242,35.2
화곡본동,20243,45.6
화곡본동,20244,45.7
화곡본동,20244,45.8
화곡본동,20251,45.6
화곡본동,20252,45.6
화곡본동,20253,45.6
화곡본동,20254,45.8
화곡6동,20211,34.5
화곡6동,20212,34.5
화곡6동,20213,34.6
화곡6동,20214,34.6
화곡6동,20221,34.7
화곡6동,20222,35.3
화곡6동,20223,35.3
화곡6동,20224,35.3
화곡6동,20231,35.3
화곡6동,20232,35.2
화곡6동,20233,35.2
화곡6동,20234,35.2
화곡6동,20241,35.2
화곡6동,20242,35.2
화곡6동,20243,45.6
화곡6동,20244,45.7
화곡6동,20244,45.8
화곡6동,20251,45.6
화곡6동,20252,45.6
화곡6동,20253,45.6
화곡6동,20254,45.8
화곡8동,20211,34.5
화곡8동,20212,34.5
화곡8동,20213,34.6
화곡8동,20214,34.6
화곡8동,20221,34.7
화곡8동,20222,35.3
화곡8동,20223,35.3
화곡8동,20224,35.3
화곡8동,20231,35.3
화곡8동,20232,35.2
화곡8동,20233,35.2
화곡8동,20234,35.2
화곡8동,20241,35.2
화곡8동,20242,35.2
화곡8동,20243,45.6
화곡8동,20244,45.7
화곡8동,20244,45.8
화곡8동,20251,45.6
화곡8동,20252,45.6
화곡8동,20253,45.6
화곡8동,20254,45.8
가양1동,20211,34.5
가양1동,20212,34.5
가양1동,20213,34.6
가양1동,20214,34.6
가양1동,20221,34.7
가양1동,20222,35.3
가양1동,20223,35.3
가양1동,20224,35.3
가양1동,20231,35.3
가양1동,20232,35.2
가양1동,20233,35.2
가양1동,20234,35.2
가양1동,20241,35.2
가양1동,20242,35.2
가양1동,20243,45.6
가양1동,20244,45.7
가양1동,20244,45.8
가양1동,20251,45.6
가양1동,20252,45.6
가양1동,20253,45.6
가양1동,20254,45.8
가양2동,20211,34.5
가양2동,20212,34.5
가양2동,20213,34.6
가양2동,20214,34.6
가양2동,20221,34.7
가양2동,20222,35.3
가양2동,20223,35.3
가양2동,20224,35.3
가양2동,20231,35.3
가양2동,20232,35.2
가양2동,20233,35.2
가양2동,20234,35.2
가양2동,20241,35.2
가양2동,20242,35.2
가양2동,20243,45.6
가양2동,20244,45.7
가양2동,20244,45.8
가양2동,20251,45.6
가양2동,20252,45.6
가양2동,20253,45.6
가양2동,20254,45.8
가양3동,20211,34.5
가양3동,20212,34.5
가양3동,20213,34.6
가양3동,20214,34.6
가양3동,20221,34.7
가양3동,20222,35.3
가양3동,20223,35.3
가양3동,20224,35.3
가양3동,20231,35.3
가양3동,20232,35.2
가양3동,20233,35.2
가양3동,20234,35.2
가양3동,20241,35.2
가양3동,20242,35.2
가양3동,20243,45.6
가양3동,20244,45.7
가양3동,20244,45.8
가양3동,20251,45.6
가양3동,20252,45.6
가양3동,20253,45.6
가양3동,20254,45.8
발산1동,20211,34.5
발산1동,20212,34.5
발산1동,20213,34.6
발산1동,20214,34.6
발산1동,20221,34.7
발산1동,20222,35.3
발산1동,20223,35.3
발산1동,20224,35.3
발산1동,20231,35.3
발산1동,20232,35.2
발산1동,20233,35.2
발산1동,20234,35.2
발산1동,20241,35.2
발산1동,20242,35.2
발산1동,20243,45.6
발산1동,20244,45.7
발산1동,20244,45.8
발산1동,20251,45.6
발산1동,20252,45.6
발산1동,20253,45.6
발산1동,20254,45.8
우장산동,20211,34.5
우장산동,20212,34.5
우장산동,20213,34.6
우장산동,20214,34.6
우장산동,20221,34.7
우장산동,20222,35.3
우장산동,20223,35.3
우장산동,20224,35.3
우장산동,20231,35.3
우장산동,20232,35.2
우장산동,20233,35.2
우장산동,20234,35.2
우장산동,20241,35.2
우장산동,20242,35.2
우장산동,20243,45.6
우장산동,20244,45.7
우장산동,20244,45.8
우장산동,20251,45.6
우장산동,20252,45.6
우장산동,20253,45.6
우장산동,20254,45.8
공항동,20211,34.5
공항동,20212,34.5
공항동,20213,34.6
공항동,20214,34.6
공항동,20221,34.7
공항동,20222,35.3
공항동,20223,35.3
공항동,20224,35.3
공항동,20231,35.3
공항동,20232,35.2
공항동,20233,35.2
공항동,20234,35.2
공항동,20241,35.2
공항동,20242,35.2
공항동,20243,45.6
공항동,20244,45.7
공항동,20244,45.8
공항동,20251,45.6
공항동,20252,45.6
공항동,20253,45.6
공항동,20254,45.8
방화1동,20211,34.5
방화1동,20212,34.5
방화1동,20213,34.6
방화1동,20214,34.6
방화1동,20221,34.7
방화1동,20222,35.3
방화1동,20223,35.3
방화1동,20224,35.3
방화1동,20231,35.3
방화1동,20232,35.2
방화1동,20233,35.2
방화1동,20234,35.2
방화1동,20241,35.2
방화1동,20242,35.2
방화1동,20243,45.6
방화1동,20244,45.7
방화1동,20244,45.8
방화1동,20251,45.6
방화1동,20252,45.6
방화1동,20253,45.6
방화1동,20254,45.8
방화2동,20211,34.5
방화2동,20212,34.5
방화2동,20213,34.6
방화2동,20214,34.6
방화2동,20221,34.7
방화2동,20222,35.3
방화2동,20223,35.3
방화2동,20224,35.3
방화2동,20231,35.3
방화2동,20232,35.2
방화2동,20233,35.2
방화2동,20234,35.2
방화2동,20241,35.2
방화2동,20242,35.2
방화2동,20243,45.6
방화2동,20244,45.7
방화2동,20244,45.8
방화2동,20251,45.6
방화2동,20252,45.6
방화2동,20253,45.6
방화2동,20254,45.8
방화3동,20211,34.5
방화3동,20212,34.5
방화3동,20213,34.6
방화3동,20214,34.6
방화3동,20221,34.7
방화3동,20222,35.3
방화3동,20223,35.3
방화3동,20224,35.3
방화3동,20231,35.3
방화3동,20232,35.2
방화3동,20233,35.2
방화3동,20234,35.2
방화3동,20241,35.2
방화3동,20242,35.2
방화3동,20243,45.6
방화3동,20244,45.7
방화3동,20244,45.8
방화3동,20251,45.6
방화3동,20252,45.6
방화3동,20253,45.6
방화3동,20254,45.8
신도림동,20211,47.3
신도림동,20212,47.3
신도림동,20213,47.3
신도림동,20214,47.3
신도림동,20221,46.4
신도림동,20222,46.4
신도림동,20223,46.8
신도림동,20224,46.8
신도림동,20231,45.6
신도림동,20232,45.6
신도림동,20233,45.7
신도림동,20234,45.7
신도림동,20241,45.8
신도림동,20242,45.8
신도림동,20243,46.2
신도림동,20244,46.2
신도림동,20244,46.2
신도림동,20251,46.2
신도림동,20252,46.2
신도림동,20253,46.1
신도림동,20254,46.2
구로1동,20211,47.3
구로1동,20212,47.3
구로1동,20213,47.3
구로1동,20214,47.3
구로1동,20221,46.4
구로1동,20222,46.4
구로1동,20223,46.8
구로1동,20224,46.8
구로1동,20231,45.6
구로1동,20232,45.6
구로1동,20233,45.7
구로1동,20234,45.7
구로1동,20241,45.8
구로1동,20242,45.8
구로1동,20243,46.2
구로1동,20244,46.2
구로1동,20244,46.2
구로1동,20251,46.2
구로1동,20252,46.2
구로1동,20253,46.1
구로1동,20254,46.2
구로2동,20211,47.3
구로2동,20212,47.3
구로2동,20213,47.3
구로2동,20214,47.3
구로2동,20221,46.4
구로2동,20222,46.4
구로2동,20223,46.8
구로2동,20224,46.8
구로2동,20231,45.6
구로2동,20232,45.6
구로2동,20233,45.7
구로2동,20234,45.7
구로2동,20241,45.8
구로2동,20242,45.8
구로2동,20243,46.2
구로2동,20244,46.2
구로2동,20244,46.2
구로2동,20251,46.2
구로2동,20252,46.2
구로2동,20253,46.1
구로2동,20254,46.2
구로3동,20211,47.3
구로3동,20212,47.3
구로3동,20213,47.3
구로3동,20214,47.3
구로3동,20221,46.4
구로3동,20222,46.4
구로3동,20223,46.8
구로3동,20224,46.8
구로3동,20231,45.6
구로3동,20232,45.6
구로3동,20233,45.7
구로3동,20234,45.7
구로3동,20241,45.8
구로3동,20242,45.8
구로3동,20243,46.2
구로3동,20244,46.2
구로3동,20244,46.2
구로3동,20251,46.2
구로3동,20252,46.2
구로3동,20253,46.1
구로3동,20254,46.2
구로4동,20211,47.3
구로4동,20212,47.3
구로4동,20213,47.3
구로4동,20214,47.3
구로4동,20221,46.4
구로4동,20222,46.4
구로4동,20223,46.8
구로4동,20224,46.8
구로4동,20231,45.6
구로4동,20232,45.6
구로4동,20233,45.7
구로4동,20234,45.7
구로4동,20241,45.8
구로4동,20242,45.8
구로4동,20243,46.2
구로4동,20244,46.2
구로4동,20244,46.2
구로4동,20251,46.2
구로4동,20252,46.2
구로4동,20253,46.1
구로4동,20254,46.2
구로5동,20211,47.3
구로5동,20212,47.3
구로5동,20213,47.3
구로5동,20214,47.3
구로5동,20221,46.4
구로5동,20222,46.4
구로5동,20223,46.8
구로5동,20224,46.8
구로5동,20231,45.6
구로5동,20232,45.6
구로5동,20233,45.7
구로5동,20234,45.7
구로5동,20241,45.8
구로5동,20242,45.8
구로5동,20243,46.2
구로5동,20244,46.2
구로5동,20244,46.2
구로5동,20251,46.2
구로5동,20252,46.2
구로5동,20253,46.1
구로5동,20254,46.2
가리봉동,20211,47.3
가리봉동,20212,47.3
가리봉동,20213,47.3
가리봉동,20214,47.3
가리봉동,20221,46.4
가리봉동,20222,46.4
가리봉동,20223,46.8
가리봉동,20224,46.8
가리봉동,20231,45.6
가리봉동,20232,45.6
가리봉동,20233,45.7
가리봉동,20234,45.7
가리봉동,20241,45.8
가리봉동,20242,45.8
가리봉동,20243,46.2
가리봉동,20244,46.2
가리봉동,20244,46.2
가리봉동,20251,46.2
가리봉동,20252,46.2
가리봉동,20253,46.1
가리봉동,20254,46.2
고척1동,20211,47.3
